budget
110000000
200000000
165000000
110000000
30000000
116000000
20000000
0
150000000
88000000
15800000
0
8400000
185000000
82000000
200000000
200000000
200000000
200000000
26000000
14000000
175000000
161900000
40000000
0
200000000
20000000
18000000
70000000
250000000
0
237000000
200000000
10000000
39000000
18000000
215000000
50000000
0
100000000
300000000
0
0
60000000
4500000
10000000
0
65000000
40000000
23000000
200000000
61000000
40000000
5000000
125000000
175000000
160000000
6500000
14000000
0
50000000
258000000
150000000
1000000
0
30000000
20000000
45000000
60000000
15000000
150000000
100000000
150000000
15000000
0
356000000
130000000
12000000
220000000
200000000
5308245
34000000
25000000
0
100000000
125000000
26000000
139000000
250000000
250000000
0
17000000
25000000
5000000
0
68000000
200000000
40000000
150000000
95000000
79000000
6500000
23000000
0
150000000
0
210000000
65000000
30000000
24000000
150000000
19000000
200000000
250000000
0
58000000
17700000
75000000
0
0
365000000
0
0
200000000
175000000
0
90000000
69000000
110000000
66000000
13000000
150000000
20000000
30000000
68000000
35000000
80000000
180000000
160000000
24000000
40000000
12000000
9000000
115000000
380000000
45000000
200000000
175000000
175000000
80000000
40000000
40000000
40000000
0
68000000
0
67000000
60000000
125000000
20000000
200000000
40000000
12000000
0
150000000
80000000
10000000
180000000
79000000
165000000
37000000
200000000
5700000
0
170000000
125000000
40000000
53000000
55000000
40000000
50000000
35000000
100000000
130000000
250000000
205000000
55000000
0
150000000
0
30000000
40000000
48000000
14000000
217000000
84000000
250000000
26000000
90000000
59000000
0
165000000
30000000
10000000
250000000
150000000
5000000
85000000
165000000
5000000
110000000
70000000
123000000
30000000
125000000
0
40000000
17000000
13000000
110000000
80000000
22000000
140000000
85000000
7000000
75000000
4000000
0
150000000
0
150000000
100000000
130000000
250000000
60000000
20000000
200000000
40000000
200000000
13000000
110000000
0
15000000
15774948
185000000
93000000
13000000
125000000
150000000
155000000
40000000
200000000
20000000
47000000
0
45000000
10000000
25000000
150000000
150000000
140000000
30000000
49000000
55000000
30000000
33000000
120000000
50000000
0
0
170000000
25000000
200000000
82000000
75000000
300000000
150000000
200000000
80000000
70000000
37000000
0
62000000
50000000
2900000
41677699
43000000
8820000
250000000
180000000
0
20000000
50000000
2000000
45000000
150000000
165000000
140000000
30000000
13000000
75000000
40000000
70000000
200000000
150000000
97000000
94000000
7000000
94000000
85000000
75000000
250000000
80000000
130178
144000000
3000000
55000000
260000000
103000000
117000000
250000000
25000000
79000000
90000000
40000000
90000000
200000000
200000000
58800000
11363000
30000000
80000000
61000000
100000000
110000000
20000000
23600000
110000000
6600000
25000000
225000000
30000000
68000000
50000000
190000000
70000000
90000000
17000000
40000000
15000000
0
40000000
18000000
30000000
17000000
180000000
0
25000000
22000000
10000000
0
20000000
80000000
176000003
30000000
54000000
178000000
13000000
152000000
50000000
108000000
92000000
135000000
16000000
57000000
40000000
170000000
200000000
0
175000000
175000000
858000
100000000
130000000
150000000
85000000
35000000
150000000
163000000
75000000
150000000
20000000
245000000
175000000
60000000
0
125000000
10000000
80000000
90000000
80000000
35000000
1488423
20000000
230000000
10000000
0
170000000
150000000
50000000
18000000
132000000
60000000
90000000
15000000
200000000
85000000
0
27000000
40000000
8000000
175000000
95000000
175000000
127500000
100000000
20000000
70000000
111000000
20000000
42000000
4000000
2500000
30000000
30000000
130000000
110000000
48000000
88000000
120000000
2600000
260000000
180000000
40000000
80000000
0
50000000
40000000
128000000
0
11936735
120000000
100000000
76000000
100000000
150000000
100000000
46000000
80000000
0
20000000
55000000
130000000
183000000
50000000
0
0
10000000
19000000
28000000
4000000
200000000
15000000
42000000
150000000
1200000
80000000
20000000
150000000
165000000
97000000
9000000
149000000
60000000
20000000
35000000
9000000
165000000
1500000
175000000
0
6000000
1255000
0
30000000
812000
1619835
200000000
250000000
92000000
25000000
32000000
30000000
9900000
20000000
37000000
9000000
2280000
160000000
170000000
0
25000000
15000000
1000000
70000000
19000000
2000000
10000000
23000000
105000000
8500000
160000000
250000000
58000000
0
20000000
140000000
0
17000000
9000000
25000000
30000000
145000000
9000000
4000000
170000000
225000000
30000000
160000000
43000000
63000000
40000000
40000000
70000000
20000000
20000000
90000000
1500000
120000000
23000000
34000000
100000000
0
50000000
7000000
2600000
90000000
0
50000000
95000000
25000000
30000000
3000000
104000000
185000000
178000000
17000000
93000000
48000000
125000000
0
69000000
60000000
47000000
0
185000000
28000000
88000000
125000000
105000000
92000000
3000000
160000000
70000000
13500000
15000000
2500000
170000000
6000000
65000000
0
185000000
60000000
37000000
10000000
200000000
40000000
325000
120000000
110000000
6500000
68000000
80000000
170000000
52000000
12600000
70000000
200000000
90000000
215000
51000000
5000000
16000000
170000000
25000000
29000000
0
225000000
39200000
75000000
245000000
69000000
65000000
70000000
14000000
28000000
38000000
9500000
17000000
25000000
30000000
42000000
81000000
60000000
0
30000000
28000000
200000000
38000000
30000000
160000000
4000000
145000000
9100000
35000000
180000000
66000000
11000000
34000000
50000000
12000000
150000000
0
18000000
100000000
4000000
10000000
103000000
7500000
100000000
150000000
129000000
45000000
61000000
130000000
140000000
90000000
15000000
200000000
0
75000000
125000000
35000000
40000000
35000000
215000000
185000000
145000000
25000000
150000000
12000000
0
300000000
6000000
145000000
95000000
80000000
62000000
97600000
82000000
0
35000000
35000000
35000000
145000000
5400000
85000000
10000000
15000000
50000000
4000000
0
8000000
24000000
115000000
11000000
110000000
120000000
4000000
61000000
44000000
37000000
52000000
165000000
25000000
109000000
200000000
200000000
12500000
11000000
26000000
20000000
47000000
135000000
62000000
150000000
40000000
200000000
8000000
30000000
13000000
90000000
10000000
23000000
4000000
130000000
38000000
150000000
0
10000000
65000000
0
50000000
5000000
100000000
27000000
135000000
25000000
28000000
0
53000000
2000000
180000000
2777000
4500000
20000000
25000000
35000000
5000000
38000000
100000000
165000000
65000000
30000000
175000000
58000000
40000000
60000000
5000000
22000000
5000000
7500000
20000000
49000000
150000000
160000000
70000000
15000000
20000000
150000000
52000000
19000000
60000000
35000000
37000000
35000000
15000000
0
11500000
80000000
100000000
45000000
100000000
110000000
135000000
133000000
74000000
75000000
0
40000000
3000000
38000000
30000000
47000000
2000000
5000000
11000000
110000000
109000000
40000000
50100000
29000000
32000000
60720000
90000000
70000000
10000000
20000000
10000000
135000000
60000000
100000000
19000000
100000000
6200000
5000000
28000000
140000000
1800000
52000000
80000000
64000000
150000000
15000000
200000000
94000000
98000000
45000000
0
150000000
50000000
0
28000000
16000000
6000000
102000000
40000000
40000000
26000000
130000000
20000000
0
9000000
75000000
155000000
31000000
110000000
40000000
0
75000000
150000000
13000000
50000000
23000000
35000000
55000000
130000000
178000000
0
900000
25000000
5000000
12000000
31000000
50000000
175000000
30000000
35000000
20000000
3000000
170000000
42000000
25000000
55000000
26000000
28000000
60000000
10200000
50000000
75000000
61000000
7000000
55000000
35000000
3800000
65000000
1350000
4200000
60000000
25000000
20000000
63000000
0
70000000
24350000
127000000
84000000
160000000
0
40000000
31000000
69000000
13200000
15000000
177200000
26000000
200000000
0
20000000
15000000
0
18000000
95000000
19000000
16000000
16000000
150000000
0
11000000
10000000
42000000
100000000
25130430
48000000
11800000
90000000
25000000
0
1100000
190000000
3500000
79000000
75000000
75000000
50000000
10000000
30000000
11000000
6000000
0
19000000
40000000
12500000
31500000
140000000
110000000
10000000
150000000
80000000
55000000
130000000
46000000
24000000
29000000
150000000
0
15000000
35000000
16000000
115000000
6400000
40000000
42000000
50000000
20000000
10800000
60000
65000000
100000000
30000000
50000000
2000000
21000000
30000000
110000000
195000000
60000000
10000000
100000000
48000000
140000000
4000000
1250000
6000000
42000000
29000000
50000000
15000000
3400000
55000000
30000000
10000000
3000000
18000000
0
5000000
20000000
0
51000000
20000000
52000000
39000000
5000000
120000000
32000000
5000000
0
13000000
100000000
11000000
5000000
550000
0
78000000
28000000
35000000
50000000
100000000
47000000
3500000
15000000
60000000
14000000
25000000
100000000
103000000
175000000
30000000
38000000
95000000
10000
5000000
36000000
60000000
55000000
70000000
32000000
3000000
0
80000000
60000000
0
17000000
125000000
75000000
145000000
20000000
138000000
31000000
75000000
1000000
135000000
10000000
5000000
45000000
25000000
90000000
26000000
6000000
0
0
11000000
0
70000000
25000000
21000000
0
12600000
500000
105000000
11500000
19000000
11000000
20000000
10000000
60000000
40000000
660000
33000000
85000000
38000000
50000000
85000000
100000000
60000000
0
85000
0
10000000
6000000
0
12000000
105000000
15000000
150000000
21000000
23000000
60000000
20000000
15000000
45000000
90000000
3700000
250000000
21000000
0
20000000
350000
0
40000000
16000000
200000000
65000000
140000000
200000000
25000000
130000000
24000000
8000000
33000000
99000000
0
5800000
207000000
175000000
55000000
35000000
44000000
35000000
140000000
60000000
90000000
120000000
4900000
13000000
82343495
1000000
0
28000000
24000000
125000000
22000000
5500000
0
1200000
100000000
5000000
102000000
100000000
34000000
40000000
25000000
2500000
10500000
50000000
45000000
80000000
54000000
3300000
0
4800000
2000000
0
10000000
35000000
25000000
16000000
110000000
200000000
54000000
19000000
30000000
10000000
18300000
0
50000000
0
5000000
130000000
0
1000000
36000000
19000000
19500000
2800000
806947
20000000
57000000
38000000
140000000
0
44000000
3000000
6000000
23000000
3500000
100000000
18000000
63000000
80000000
0
90000000
17000000
13000000
10000000
2800000
1000000
0
0
42000000
4500000
150000000
35000000
10500000
15000000
0
209000000
0
35000000
39307171
10500000
35000000
17000000
10500000
5000000
44000000
55000000
2500000
270000000
20000000
74000000
11000000
25000000
0
100000000
0
3300000
12000000
40000000
45000000
38000000
75000000
2400000
27000000
65000000
185000000
10000000
60000000
38000000
35000000
84000000
70000000
35000000
40000000
18000000
3000000
1500000
18000000
2011799
60000000
70000000
45000000
0
38000000
50000000
12400000
120000000
30000000
15000000
34000000
0
20000000
85000000
28000000
26500000
90000000
50000000
85000000
17000000
33000000
7500000
80000000
10000000
20000000
130000000
6900000
30000000
23000000
70000000
10000000
30000000
30000000
2200000
25000000
50000000
40000000
0
0
26000000
0
73000000
36000000
6000000
22000000
25000000
37000000
16000000
4800000
100000000
65000000
22000000
40000000
19000000
0
30000000
35000000
0
20000000
10000000
35000000
75000000
36000000
70000000
30000000
76000000
16500000
30000000
38000000
33000000
33000000
10000000
50000000
70000000
20000000
48000000
65000000
60000000
0
9000000
8000000
13000000
120000000
2200000
25000000
15000000
10000005
30000000
65000000
35000000
4000000
0
13000000
30000000
70000000
17000000
80000000
0
2900000
20000000
0
20000000
50000000
17000000
32000000
40000000
125000000
130000000
70000000
145000000
37000000
3180000
0
50000000
0
60000000
7000000
90000000
112000000
4000000
30000000
78000000
8500000
12000000
195000000
65000000
14000000
17000000
15000000
56000000
3500000
20000000
10000000
0
40000000
35000000
75000000
30000000
110000000
68000000
19000000
22000000
30000000
17000000
0
100000
0
45000000
0
0
130000000
40000000
14000000
15000000
24000000
63000000
8000000
20000000
35000000
20000000
0
14000000
4000000
44000000
6100000
50000000
6000000
3000000
140000000
39000000
3500000
120000000
19000000
19000000
40000000
1300000
0
65000000
65000000
22000000
50000000
82000000
28000000
35000000
18500000
60000000
40000000
15000000
130000000
72000000
0
50000000
14000000
30000000
13000000
